"";"value";"lower";"count"
"566";"rue Alexandre Charpentier";"rue alexandre charpentier";0
"567";"rue Alexandre De Humboldt";"rue alexandre de humboldt";0
"568";"impasse Alexandre Lécuyer";"impasse alexandre lécuyer";0
"569";"rue Alexandre Parodi";"rue alexandre parodi";0
"570";"villa Alexandre Ribot";"villa alexandre ribot";0
"571";"villa Alexandre Tansman";"villa alexandre tansman";0
"572";"allée Alexandre Vialatte";"allée alexandre vialatte";0
"573";"rue d'Alexandrie";"rue d'alexandrie";0
"574";"passage Alexandrine";"passage alexandrine";0
"575";"rue Alfred Bruneau";"rue alfred bruneau";0
"576";"square Alfred Capus";"square alfred capus";0
"577";"rue Alfred de Vigny";"rue alfred de vigny";0
"578";"square Alfred Dehodencq";"square alfred dehodencq";0
"579";"rue Alfred Dehodencq";"rue alfred dehodencq";0
"580";"place Alfred Dreyfus";"place alfred dreyfus";0
"581";"rue Alfred Durand Claye";"rue alfred durand claye";0
"582";"rue Alfred Fouillée";"rue alfred fouillée";0
"583";"place Alfred Kastler";"place alfred kastler";0
"584";"rue Alfred Roll";"rue alfred roll";0
"585";"place Alfred Sauvy";"place alfred sauvy";0
"586";"passage Alfred Stevens";"passage alfred stevens";0
"587";"rue Alfred Stevens";"rue alfred stevens";0
"588";"rue d'Alger";"rue d'alger";0
"589";"cour d'Alger";"cour d'alger";0
"590";"boulevard d'Algérie";"boulevard d'algérie";0
"591";"rue Alibert";"rue alibert";0
"592";"square Alice";"square alice";0
"593";"rue Alice Domon et Léonie Duquet";"rue alice domon et léonie duquet";0
"594";"place d'Aligre";"place d'aligre";0
"595";"rue d'Aligre";"rue d'aligre";0
"596";"square des Aliscamps";"square des aliscamps";0
"597";"rue Allard";"rue allard";0
"598";"rue Allent";"rue allent";0
"599";"place d'Alleray";"place d'alleray";0
"600";"rue d'Alleray";"rue d'alleray";0
"601";"hameau d'Alleray";"hameau d'alleray";0
"602";"quai de l'Allier";"quai de l'allier";0
"603";"cité de l'Alma";"cité de l'alma";0
"604";"passage Alombert";"passage alombert";0
"605";"rue des Alouettes";"rue des alouettes";0
"606";"place des Alpes";"place des alpes";0
"607";"rue Alphand";"rue alphand";0
"608";"avenue Alphand";"avenue alphand";0
"609";"place Alphonse Allais";"place alphonse allais";0
"610";"rue Alphonse Aulard";"rue alphonse aulard";0
"611";"rue Alphonse Baudin";"rue alphonse baudin";0
"612";"rue Alphonse Bertillon";"rue alphonse bertillon";0
"613";"rue Alphonse Daudet";"rue alphonse daudet";0
"614";"rue Alphonse De Neuville";"rue alphonse de neuville";0
"615";"place Alphonse Deville";"place alphonse deville";0
"616";"place Alphonse Humbert";"place alphonse humbert";0
"617";"rue Alphonse Karr";"rue alphonse karr";0
"618";"place Alphonse Laveran";"place alphonse laveran";0
"619";"rue Alphonse Penaud";"rue alphonse penaud";0
"620";"avenue Alphonse XIII";"avenue alphonse xiii";0
"621";"allée Alquier Debrousse";"allée alquier debrousse";0
"622";"villa d'Alsace";"villa d'alsace";0
"623";"rue d'Alsace";"rue d'alsace";0
"624";"rue d'Alsace Lorraine";"rue d'alsace lorraine";0
"625";"cour d'Alsace Lorraine";"cour d'alsace lorraine";0
"626";"voie AM/19";"voie am/19";0
"627";"villa Amalia";"villa amalia";0
"628";"rue d'Amboise";"rue d'amboise";0
"629";"place Ambroise Croizat";"place ambroise croizat";0
"630";"rue Ambroise Paré";"rue ambroise paré";0
"631";"avenue Ambroise Rendu";"avenue ambroise rendu";0
"632";"rue Ambroise Thomas";"rue ambroise thomas";0
"633";"rue de l'Ambroisie";"rue de l'ambroisie";0
"634";"place Amédée Gordini";"place amédée gordini";0
"635";"villa Amélie";"villa amélie";0
"636";"rue Amélie";"rue amélie";0
"637";"impasse Amelot";"impasse amelot";0
"638";"cité de l'Ameublement";"cité de l'ameublement";0
"639";"square Amicie Lebaudy";"square amicie lebaudy";0
"640";"square d'Amiens";"square d'amiens";0
"641";"boulevard de l'Amiral Bruix";"boulevard de l'amiral bruix";0
"642";"rue de l'Amiral Cloué";"rue de l'amiral cloué";0
"643";"rue de l'Amiral Courbet";"rue de l'amiral courbet";0
"644";"rue de l'Amiral D'Estaing";"rue de l'amiral d'estaing";0
"645";"rue de l'Amiral De Coligny";"rue de l'amiral de coligny";0
"646";"place de l'Amiral De Grasse";"place de l'amiral de grasse";0
"647";"rue de l'Amiral Hamelin";"rue de l'amiral hamelin";0
"648";"rue de l'Amiral La Roncière Le Noury";"rue de l'amiral la roncière le noury";0
"649";"rue de l'Amiral Mouchez";"rue de l'amiral mouchez";0
"650";"rue de l'Amiral Roussin";"rue de l'amiral roussin";0
"651";"rue des Amiraux";"rue des amiraux";0
"652";"rue Ampère";"rue ampère";0
"653";"place de l'Amphithéâtre";"place de l'amphithéâtre";0
"654";"impasse d'Amsterdam";"impasse d'amsterdam";0
"655";"rue Amyot";"rue amyot";0
"656";"voie AN/13";"voie an/13";0
"657";"voie AN/19";"voie an/19";0
"658";"voie AN/20";"voie an/20";0
"659";"rue Anatole De La Forge";"rue anatole de la forge";0
"660";"boulevard Anatole France";"boulevard anatole france";0
"661";"avenue Anatole France";"avenue anatole france";0
"662";"rue de l'Ancienne Comédie";"rue de l'ancienne comédie";0
"663";"carrefour des Anciens Combattants";"carrefour des anciens combattants";0
"664";"passage de l'Ancre";"passage de l'ancre";0
"665";"rue d'Andigné";"rue d'andigné";0
"666";"place d'Andorre";"place d'andorre";0
"667";"rue André Antoine";"rue andré antoine";0
"668";"rue André Barsacq";"rue andré barsacq";0
"669";"rue André Bréchet";"rue andré bréchet";0
"670";"allée André Breton";"allée andré breton";0
"671";"place André Breton";"place andré breton";0
"672";"esplanade André Chamson";"esplanade andré chamson";0
"673";"quai André Citroën";"quai andré citroën";0
"674";"rue André Colledeboeuf";"rue andré colledeboeuf";0
"675";"rue André Danjon";"rue andré danjon";0
"676";"rue André Del Sarte";"rue andré del sarte";0
"677";"rue André Derain";"rue andré derain";0
"678";"square André Dreyer";"square andré dreyer";0
"679";"rue André Dubois";"rue andré dubois";0
"680";"rue André Gide";"rue andré gide";0
"681";"rue André Gill";"rue andré gill";0
"682";"place André Honnorat";"place andré honnorat";0
"683";"rue André Lefebvre";"rue andré lefebvre";0
"684";"square André Lichtenberger";"square andré lichtenberger";0
"685";"place André Masson";"place andré masson";0
"686";"boulevard André Maurois";"boulevard andré maurois";0
"687";"rue André Mazet";"rue andré mazet";0
"688";"rue André Messager";"rue andré messager";0
"689";"rue André Pascal";"rue andré pascal";0
"690";"rue André Pieyre de Mandiargues";"rue andré pieyre de mandiargues";0
"691";"rue André Suarès";"rue andré suarès";0
"692";"place André Tardieu";"place andré tardieu";0
"693";"rue André Theuriet";"rue andré theuriet";0
"694";"square André Tollet";"square andré tollet";0
"695";"place André Trannoy";"place andré trannoy";0
"696";"rue André Voguet";"rue andré voguet";0
"697";"allée d'Andrézieux";"allée d'andrézieux";0
"698";"rue Andrieux";"rue andrieux";0
"699";"rue Androuet";"rue androuet";0
"700";"rue Angélique Compoint";"rue angélique compoint";0
"701";"impasse d'Angers";"impasse d'angers";0
"702";"rue des Anglais";"rue des anglais";0
"703";"impasse des Anglais";"impasse des anglais";0
"704";"cité d'Angoulême";"cité d'angoulême";0
"705";"quai d'Anjou";"quai d'anjou";0
"706";"rue d'Anjou";"rue d'anjou";0
"707";"rue d'Ankara";"rue d'ankara";0
"708";"rue d'Annam";"rue d'annam";0
"709";"allée Anne De Beaujeu";"allée anne de beaujeu";0
"710";"rue des Annelets";"rue des annelets";0
"711";"cité Annibal";"cité annibal";0
"712";"rue de l'Annonciation";"rue de l'annonciation";0
"713";"rue Anselme Payen";"rue anselme payen";0
"714";"place des Antilles";"place des antilles";0
"715";"rue d'Antin";"rue d'antin";0
"716";"impasse d'Antin";"impasse d'antin";0
"717";"cité d'Antin";"cité d'antin";0
"718";"rue Antoine Arnauld";"rue antoine arnauld";0
"719";"square Antoine Arnauld";"square antoine arnauld";0
"720";"rue Antoine Bourdelle";"rue antoine bourdelle";0
"721";"passage Antoine Carême";"passage antoine carême";0
"722";"rue Antoine Chantin";"rue antoine chantin";0
"723";"rue Antoine Dubois";"rue antoine dubois";0
"724";"place Antoine Furetière";"place antoine furetière";0
"725";"rue Antoine Hajje";"rue antoine hajje";0
"726";"cité Antoine Loubeyre";"cité antoine loubeyre";0
"727";"rue Antoine Roucher";"rue antoine roucher";0
"728";"rue Antoine Vollon";"rue antoine vollon";0
"729";"rue Antoine Julien Hénard";"rue antoine julien hénard";0
"730";"rue Antonin Mercié";"rue antonin mercié";0
"731";"place d'Anvers";"place d'anvers";0
"732";"voie AO/12";"voie ao/12";0
"733";"voie AO/14";"voie ao/14";0
"734";"voie AO/19";"voie ao/19";0
"735";"voie AO/20";"voie ao/20";0
"736";"voie AP/12";"voie ap/12";0
"737";"voie AP/14";"voie ap/14";0
"738";"voie AP/19";"voie ap/19";0
"739";"rue des Apennins";"rue des apennins";0
"740";"voie AQ/14";"voie aq/14";0
"741";"voie AQ/16";"voie aq/16";0
"742";"voie AQ/17";"voie aq/17";0
"743";"rue de l'Aqueduc";"rue de l'aqueduc";0
"744";"square d'Aquitaine";"square d'aquitaine";0
"745";"voie AR/14";"voie ar/14";0
"746";"voie AR/16";"voie ar/16";0
"747";"voie AR/17";"voie ar/17";0
"748";"square Arago";"square arago";0
"749";"rue de l'Arbalète";"rue de l'arbalète";0
"750";"rue de l'Arbre Sec";"rue de l'arbre sec";0
"751";"rue des Arbustes";"rue des arbustes";0
"752";"rue de l'Arc de Triomphe";"rue de l'arc de triomphe";0
"753";"rue de l'Arc en-Ciel";"rue de l'arc en-ciel";0
"754";"rue de l'Arcade";"rue de l'arcade";0
"755";"rue Archereau";"rue archereau";0
"756";"quai de l'Archevêché";"quai de l'archevêché";0
"757";"rue d'Arcueil";"rue d'arcueil";0
"758";"rue des Ardennes";"rue des ardennes";0
"759";"rue des Arènes";"rue des arènes";0
"760";"rue d'Argenson";"rue d'argenson";0
"761";"rue d'Argenteuil";"rue d'argenteuil";0
"762";"rue d'Argentine";"rue d'argentine";0
"763";"rue de l'Argonne";"rue de l'argonne";0
"764";"place de l'Argonne";"place de l'argonne";0
"765";"rue d'Argout";"rue d'argout";0
"766";"rue de l'Arioste";"rue de l'arioste";0
"767";"rue Aristide Briand";"rue aristide briand";0
"768";"rue Aristide Bruant";"rue aristide bruant";0
"769";"rue Aristide Maillol";"rue aristide maillol";0
"770";"rue d'Armaillé";"rue d'armaillé";0
"771";"villa Armand";"villa armand";0
"772";"place Armand Carrel";"place armand carrel";0
"773";"rue Armand Carrel";"rue armand carrel";0
"774";"villa Armand Fallières";"villa armand fallières";0
"775";"rue Armand Gauthier";"rue armand gauthier";0
"776";"rue Armand Moisant";"rue armand moisant";0
"777";"avenue Armand Rousseau";"avenue armand rousseau";0
"778";"rue de l'Armée D'Orient";"rue de l'armée d'orient";0
"779";"rue d'Armenonville";"rue d'armenonville";0
"780";"rue de l'Armorique";"rue de l'armorique";0
"781";"place Arnault Tzanck";"place arnault tzanck";0
"782";"rue des Arquebusiers";"rue des arquebusiers";0
"783";"rue d'Arras";"rue d'arras";0
"784";"rue de l'Arsenal";"rue de l'arsenal";0
"785";"rue Arsène Houssaye";"rue arsène houssaye";0
"786";"rue d'Arsonval";"rue d'arsonval";0
"787";"rue d'Artagnan";"rue d'artagnan";0
"788";"rue Arthur Brière";"rue arthur brière";0
"789";"rue Arthur Groussier";"rue arthur groussier";0
"790";"allée Arthur Honegger";"allée arthur honegger";0
"791";"rue Arthur Ranc";"rue arthur ranc";0
"792";"rue Arthur Rozier";"rue arthur rozier";0
"793";"rue des Artistes";"rue des artistes";0
"794";"villa des Arts";"villa des arts";0
"795";"pont des Arts";"pont des arts";0
"796";"passage des Arts";"passage des arts";0
"797";"avenue des Arts";"avenue des arts";0
"798";"impasse des Arts";"impasse des arts";0
"799";"voie AS/12";"voie as/12";0
"800";"voie AS/13";"voie as/13";0
"801";"voie AS/14";"voie as/14";0
"802";"voie AS/16";"voie as/16";0
"803";"voie AS/17";"voie as/17";0
"804";"passage de l'Asile";"passage de l'asile";0
"805";"route de l'Asile National";"route de l'asile national";0
"806";"rue de l'Asile Popincourt";"rue de l'asile popincourt";0
"807";"rue Asseline";"rue asseline";0
"808";"place de l'Assommoir";"place de l'assommoir";0
"809";"rue de l'Assomption";"rue de l'assomption";0
"810";"rue d'Astorg";"rue d'astorg";0
"811";"villa de l'Astrolabe";"villa de l'astrolabe";0
"812";"voie AT/14";"voie at/14";0
"813";"voie AT/16";"voie at/16";0
"814";"voie AT/17";"voie at/17";0
"815";"voie AT/19";"voie at/19";0
"816";"rue d'Athènes";"rue d'athènes";0
"817";"passage de l'Atlas";"passage de l'atlas";0
"818";"rue de l'Atlas";"rue de l'atlas";0
"819";"voie AU/14";"voie au/14";0
"820";"voie AU/16";"voie au/16";0
"821";"voie AU/17";"voie au/17";0
"822";"voie AU/18";"voie au/18";0
"823";"villa Aublet";"villa aublet";0
"824";"rue Auboin";"rue auboin";0
"825";"rue de l'Aubrac";"rue de l'aubrac";0
"826";"rue Aubriot";"rue aubriot";0
"827";"cité Aubry";"cité aubry";0
"828";"rue Aubry le Boucher";"rue aubry le boucher";0
"829";"rue de l'Aude";"rue de l'aude";0
"830";"rue Audran";"rue audran";0
"831";"rue Audubon";"rue audubon";0
"832";"rue Auger";"rue auger";0
"833";"rue Augereau";"rue augereau";0
"834";"place Augusta Holmes";"place augusta holmes";0
"835";"rue Auguste Barbier";"rue auguste barbier";0
"836";"rue Auguste Bartholdi";"rue auguste bartholdi";0
"837";"boulevard Auguste Blanqui";"boulevard auguste blanqui";0
"838";"villa Auguste Blanqui";"villa auguste blanqui";0
"839";"rue Auguste Cain";"rue auguste cain";0
"840";"rue Auguste Chabrières";"rue auguste chabrières";0
"841";"cité Auguste Chabrières";"cité auguste chabrières";0
"842";"rue Auguste Chapuis";"rue auguste chapuis";0
"843";"rue Auguste Comte";"rue auguste comte";0
"844";"rue Auguste Dorchain";"rue auguste dorchain";0
"845";"rue Auguste Lançon";"rue auguste lançon";0
"846";"rue Auguste Laurent";"rue auguste laurent";0
"847";"rue Auguste Maquet";"rue auguste maquet";0
"848";"rue Auguste Mie";"rue auguste mie";0
"849";"rue Auguste Perret";"rue auguste perret";0
"850";"square Auguste Renoir";"square auguste renoir";0
"851";"rue Auguste Vacquerie";"rue auguste vacquerie";0
"852";"rue Auguste Vitu";"rue auguste vitu";0
"853";"rue Augustin Thierry";"rue augustin thierry";0
"854";"rue d'Aumale";"rue d'aumale";0
"855";"rue Aumont";"rue aumont";0
"856";"rue Aumont Thiéville";"rue aumont thiéville";0
"857";"boulevard d'Aurelle de Paladines";"boulevard d'aurelle de paladines";0
"858";"rue d'Austerlitz";"rue d'austerlitz";0
"859";"cité d'Austerlitz";"cité d'austerlitz";0
"860";"port d'Austerlitz";"port d'austerlitz";0
"861";"promenade d'Australie";"promenade d'australie";0
"862";"rue d'Auteuil";"rue d'auteuil";0
"863";"boulevard d'Auteuil";"boulevard d'auteuil";0
"864";"boulevard d'Auteuil";"boulevard d'auteuil";0
"865";"port d'Auteuil";"port d'auteuil";0
"866";"route d'Auteuil À Suresnes";"route d'auteuil à suresnes";0
"867";"route d'Auteuil Aux Lacs";"route d'auteuil aux lacs";0
"868";"voie AV/14";"voie av/14";0
"869";"voie AV/16";"voie av/16";0
"870";"voie AV/17";"voie av/17";0
"871";"voie AV/18";"voie av/18";0
"872";"rue de l'Ave Maria";"rue de l'ave maria";0
"873";"rue de l'Avenir";"rue de l'avenir";0
"874";"cité de l'Avenir";"cité de l'avenir";0
"875";"square de l'Avenue Du Bois";"square de l'avenue du bois";0
"876";"square de l'Avenue Foch";"square de l'avenue foch";0
"877";"square de l'Aveyron";"square de l'aveyron";0
"878";"rue de l'Avre";"rue de l'avre";0
"879";"voie AW/14";"voie aw/14";0
"880";"voie AW/16";"voie aw/16";0
"881";"voie AW/17";"voie aw/17";0
"882";"voie AW/18";"voie aw/18";0
"883";"voie AX/14";"voie ax/14";0
"884";"voie AX/16";"voie ax/16";0
"885";"voie AX/17";"voie ax/17";0
"886";"voie AX/18";"voie ax/18";0
"887";"voie AX/20";"voie ax/20";0
"888";"voie AY/14";"voie ay/14";0
"889";"voie AY/16";"voie ay/16";0
"890";"voie AY/17";"voie ay/17";0
"891";"voie AY/18";"voie ay/18";0
"892";"voie AZ/14";"voie az/14";0
"893";"voie AZ/16";"voie az/16";0
"894";"voie AZ/17";"voie az/17";0
"895";"voie AZ/18";"voie az/18";0
"896";"rue Azaïs";"rue azaïs";0
"897";"voie B/10";"voie b/10";0
"898";"voie B/11";"voie b/11";0
"899";"voie B/14";"voie b/14";0
"900";"voie B/15";"voie b/15";0
"901";"voie B/18";"voie b/18";0
"902";"voie B/19";"voie b/19";0
"903";"voie B/3";"voie b/3";0
"904";"voie B/4";"voie b/4";0
"905";"voie B/5";"voie b/5";0
"906";"voie B/6";"voie b/6";0
"907";"voie B/7";"voie b/7";0
"908";"voie B/8";"voie b/8";0
"909";"voie BA/14";"voie ba/14";0
"910";"voie BA/16";"voie ba/16";0
"911";"voie BA/17";"voie ba/17";0
"912";"voie BA/18";"voie ba/18";0
"913";"rue de Babylone";"rue de babylone";0
"914";"route du Bac";"route du bac";0
"915";"rue Bachaumont";"rue bachaumont";0
"916";"rue Bachelet";"rue bachelet";0
"917";"porte de Bagatelle";"porte de bagatelle";0
"918";"rue du Baigneur";"rue du baigneur";0
"919";"rue Baillet";"rue baillet";0
"920";"rue Bailleul";"rue bailleul";0
"921";"rue Baillou";"rue baillou";0
"922";"rue Bailly";"rue bailly";0
"923";"rue Balard";"rue balard";0
"924";"impasse de la Baleine";"impasse de la baleine";0
"925";"rue des Balkans";"rue des balkans";0
"926";"villa Ballu";"villa ballu";0
"927";"rue Ballu";"rue ballu";0
"928";"rue Balny D'Avricourt";"rue balny d'avricourt";0
"929";"rue Baltard";"rue baltard";0
"930";"rue Balzac";"rue balzac";0
"931";"rue de la Banque";"rue de la banque";0
"932";"rue du Banquier";"rue du banquier";0
"933";"rue Baptiste Renard";"rue baptiste renard";0
"934";"rue Barbanègre";"rue barbanègre";0
"935";"rue Barbet de Jouy";"rue barbet de jouy";0
"936";"rue Barbette";"rue barbette";0
"937";"avenue Barbey D'Aurevilly";"avenue barbey d'aurevilly";0
"938";"place de Barcelone";"place de barcelone";0
"939";"rue Bardinet";"rue bardinet";0
"940";"rue Baron";"rue baron";0
"941";"rue Baron Le Roy";"rue baron le roy";0
"942";"passage Barrault";"passage barrault";0
"943";"rue Barrelet de Ricou";"rue barrelet de ricou";0
"944";"rue des Barres";"rue des barres";0
"945";"impasse Barrier";"impasse barrier";0
"946";"rue de la Barrière Blanche";"rue de la barrière blanche";0
"947";"route des Barrières";"route des barrières";0
"948";"passage Barrois";"passage barrois";0
"949";"passage Barthélemy";"passage barthélemy";0
